2018-01-13 21:22:52,885 INFO 4868 [egg:logger] init all loggers with options: {"dir":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\logs\\boncake-pro","encoding":"utf8","env":"local","level":"INFO","consoleLevel":"INFO","disableConsoleAfterReady":false,"outputJSON":false,"buffer":true,"appLogName":"boncake-pro-web.log","coreLogName":"egg-web.log","agentLogName":"egg-agent.log","errorLogName":"common-error.log","coreLogger":{"consoleLevel":"WARN"},"allowDebugAtProd":true,"type":"agent"}
2018-01-13 21:38:26,374 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":20547673299949976,"size":11,"atimeMs":1515850706335.8147,"mtimeMs":1515850706337.8157,"ctimeMs":1515850706357.8262,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:38:26.336Z","mtime":"2018-01-13T13:38:26.338Z","ctime":"2018-01-13T13:38:26.358Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:38:26,374 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":20547673299949976,"size":11,"atimeMs":1515850706335.8147,"mtimeMs":1515850706337.8157,"ctimeMs":1515850706357.8262,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:38:26.336Z","mtime":"2018-01-13T13:38:26.338Z","ctime":"2018-01-13T13:38:26.358Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:38:26,374 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:38:26,374 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515850706359.8274,"mtimeMs":1515850706359.8274,"ctimeMs":1515850706359.8274,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:38:26.360Z","mtime":"2018-01-13T13:38:26.360Z","ctime":"2018-01-13T13:38:26.360Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:39:53,401 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":9288674231510424,"size":2017,"atimeMs":1515850793396.2834,"mtimeMs":1515850793397.2844,"ctimeMs":1515850793397.2844,"birthtimeMs":1515850793396.2834,"atime":"2018-01-13T13:39:53.396Z","mtime":"2018-01-13T13:39:53.397Z","ctime":"2018-01-13T13:39:53.397Z","birthtime":"2018-01-13T13:39:53.396Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:39:53,402 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":9288674231510424,"size":2017,"atimeMs":1515850793396.2834,"mtimeMs":1515850793397.2844,"ctimeMs":1515850793397.2844,"birthtimeMs":1515850793396.2834,"atime":"2018-01-13T13:39:53.396Z","mtime":"2018-01-13T13:39:53.397Z","ctime":"2018-01-13T13:39:53.397Z","birthtime":"2018-01-13T13:39:53.396Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:39:53,404 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850793400.286,"mtimeMs":1515850793400.286,"ctimeMs":1515850793400.286,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:39:53.400Z","mtime":"2018-01-13T13:39:53.400Z","ctime":"2018-01-13T13:39:53.400Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:39:53,404 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:39:53,405 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850793400.286,"mtimeMs":1515850793400.286,"ctimeMs":1515850793400.286,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:39:53.400Z","mtime":"2018-01-13T13:39:53.400Z","ctime":"2018-01-13T13:39:53.400Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:39:53,405 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_old___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":1688849860270052,"size":1911,"atimeMs":1515849863031.1538,"mtimeMs":1515849863032.1543,"ctimeMs":1515850793402.2869,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:24:23.031Z","mtime":"2018-01-13T13:24:23.032Z","ctime":"2018-01-13T13:39:53.402Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:39:53,411 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:39:53,411 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":9288674231510424,"size":2017,"atimeMs":1515850793396.2834,"mtimeMs":1515850793397.2844,"ctimeMs":1515850793407.2908,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:39:53.396Z","mtime":"2018-01-13T13:39:53.397Z","ctime":"2018-01-13T13:39:53.407Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:39:53,413 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850793407.2908,"mtimeMs":1515850793407.2908,"ctimeMs":1515850793407.2908,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:39:53.407Z","mtime":"2018-01-13T13:39:53.407Z","ctime":"2018-01-13T13:39:53.407Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:39:53,413 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":9288674231510424,"size":2017,"atimeMs":1515850793396.2834,"mtimeMs":1515850793397.2844,"ctimeMs":1515850793407.2908,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:39:53.396Z","mtime":"2018-01-13T13:39:53.397Z","ctime":"2018-01-13T13:39:53.407Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:39:53,413 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:39:53,415 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850793407.2908,"mtimeMs":1515850793407.2908,"ctimeMs":1515850793407.2908,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:39:53.407Z","mtime":"2018-01-13T13:39:53.407Z","ctime":"2018-01-13T13:39:53.407Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:39:53,417 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_tmp___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:39:53,419 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515850793416.294,"mtimeMs":1515850793416.294,"ctimeMs":1515850793416.294,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:39:53.416Z","mtime":"2018-01-13T13:39:53.416Z","ctime":"2018-01-13T13:39:53.416Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:39:53,420 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:39:53,420 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":1970324836980708,"size":10,"atimeMs":1515850793410.292,"mtimeMs":1515850793411.2915,"ctimeMs":1515850793417.2964,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:39:53.410Z","mtime":"2018-01-13T13:39:53.411Z","ctime":"2018-01-13T13:39:53.417Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:39:53,421 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515850793417.2964,"mtimeMs":1515850793417.2964,"ctimeMs":1515850793417.2964,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:39:53.417Z","mtime":"2018-01-13T13:39:53.417Z","ctime":"2018-01-13T13:39:53.417Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:39:53,422 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_tmp___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:39:53,422 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":1970324836980708,"size":10,"atimeMs":1515850793410.292,"mtimeMs":1515850793411.2915,"ctimeMs":1515850793417.2964,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:39:53.410Z","mtime":"2018-01-13T13:39:53.411Z","ctime":"2018-01-13T13:39:53.417Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:39:53,422 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515850793417.2964,"mtimeMs":1515850793417.2964,"ctimeMs":1515850793417.2964,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:39:53.417Z","mtime":"2018-01-13T13:39:53.417Z","ctime":"2018-01-13T13:39:53.417Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:39:53,422 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:39:53,422 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":1970324836980708,"size":10,"atimeMs":1515850793410.292,"mtimeMs":1515850793411.2915,"ctimeMs":1515850793417.2964,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:39:53.410Z","mtime":"2018-01-13T13:39:53.411Z","ctime":"2018-01-13T13:39:53.417Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:39:53,423 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515850793417.2964,"mtimeMs":1515850793417.2964,"ctimeMs":1515850793417.2964,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T13:39:53.417Z","mtime":"2018-01-13T13:39:53.417Z","ctime":"2018-01-13T13:39:53.417Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:40:00,202 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":30399297484814810,"size":2031,"atimeMs":1515850800178.6748,"mtimeMs":1515850800184.6777,"ctimeMs":1515850800184.6777,"birthtimeMs":1515850793396.2834,"atime":"2018-01-13T13:40:00.179Z","mtime":"2018-01-13T13:40:00.185Z","ctime":"2018-01-13T13:40:00.185Z","birthtime":"2018-01-13T13:39:53.396Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:00,203 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":30399297484814810,"size":2031,"atimeMs":1515850800178.6748,"mtimeMs":1515850800184.6777,"ctimeMs":1515850800184.6777,"birthtimeMs":1515850793396.2834,"atime":"2018-01-13T13:40:00.179Z","mtime":"2018-01-13T13:40:00.185Z","ctime":"2018-01-13T13:40:00.185Z","birthtime":"2018-01-13T13:39:53.396Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:00,203 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":30399297484814810,"size":2031,"atimeMs":1515850800178.6748,"mtimeMs":1515850800184.6777,"ctimeMs":1515850800184.6777,"birthtimeMs":1515850793396.2834,"atime":"2018-01-13T13:40:00.179Z","mtime":"2018-01-13T13:40:00.185Z","ctime":"2018-01-13T13:40:00.185Z","birthtime":"2018-01-13T13:39:53.396Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:00,206 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850800190.6804,"mtimeMs":1515850800190.6804,"ctimeMs":1515850800190.6804,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:00.191Z","mtime":"2018-01-13T13:40:00.191Z","ctime":"2018-01-13T13:40:00.191Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:40:00,207 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":30399297484814810,"size":2031,"atimeMs":1515850800178.6748,"mtimeMs":1515850800184.6777,"ctimeMs":1515850800184.6777,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:00.179Z","mtime":"2018-01-13T13:40:00.185Z","ctime":"2018-01-13T13:40:00.185Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:00,208 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_old___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":9288674231510424,"size":2017,"atimeMs":1515850793396.2834,"mtimeMs":1515850793397.2844,"ctimeMs":1515850800194.6824,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:39:53.396Z","mtime":"2018-01-13T13:39:53.397Z","ctime":"2018-01-13T13:40:00.195Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:00,215 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850800205.688,"mtimeMs":1515850800205.688,"ctimeMs":1515850800205.688,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:00.206Z","mtime":"2018-01-13T13:40:00.206Z","ctime":"2018-01-13T13:40:00.206Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:40:00,217 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850800205.688,"mtimeMs":1515850800205.688,"ctimeMs":1515850800205.688,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:00.206Z","mtime":"2018-01-13T13:40:00.206Z","ctime":"2018-01-13T13:40:00.206Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:40:00,217 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:40:00,217 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":30399297484814810,"size":2031,"atimeMs":1515850800178.6748,"mtimeMs":1515850800184.6777,"ctimeMs":1515850800204.6873,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:00.179Z","mtime":"2018-01-13T13:40:00.185Z","ctime":"2018-01-13T13:40:00.205Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:00,218 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":30399297484814810,"size":2031,"atimeMs":1515850800178.6748,"mtimeMs":1515850800184.6777,"ctimeMs":1515850800204.6873,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:00.179Z","mtime":"2018-01-13T13:40:00.185Z","ctime":"2018-01-13T13:40:00.205Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:00,218 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:40:00,218 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850800205.688,"mtimeMs":1515850800205.688,"ctimeMs":1515850800205.688,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:00.206Z","mtime":"2018-01-13T13:40:00.206Z","ctime":"2018-01-13T13:40:00.206Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:40:24,607 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":151152062493632600,"size":2048,"atimeMs":1515850824586.8733,"mtimeMs":1515850824592.8755,"ctimeMs":1515850824592.8755,"birthtimeMs":1515850824586.8733,"atime":"2018-01-13T13:40:24.587Z","mtime":"2018-01-13T13:40:24.593Z","ctime":"2018-01-13T13:40:24.593Z","birthtime":"2018-01-13T13:40:24.587Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:24,608 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":151152062493632600,"size":2048,"atimeMs":1515850824586.8733,"mtimeMs":1515850824592.8755,"ctimeMs":1515850824592.8755,"birthtimeMs":1515850824586.8733,"atime":"2018-01-13T13:40:24.587Z","mtime":"2018-01-13T13:40:24.593Z","ctime":"2018-01-13T13:40:24.593Z","birthtime":"2018-01-13T13:40:24.587Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:24,610 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":151152062493632600,"size":2048,"atimeMs":1515850824586.8733,"mtimeMs":1515850824592.8755,"ctimeMs":1515850824592.8755,"birthtimeMs":1515850824586.8733,"atime":"2018-01-13T13:40:24.587Z","mtime":"2018-01-13T13:40:24.593Z","ctime":"2018-01-13T13:40:24.593Z","birthtime":"2018-01-13T13:40:24.587Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:24,613 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850824606.8826,"mtimeMs":1515850824606.8826,"ctimeMs":1515850824606.8826,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:24.607Z","mtime":"2018-01-13T13:40:24.607Z","ctime":"2018-01-13T13:40:24.607Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:40:24,614 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 21:40:24,615 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":151152062493632600,"size":2048,"atimeMs":1515850824586.8733,"mtimeMs":1515850824592.8755,"ctimeMs":1515850824609.8835,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:24.587Z","mtime":"2018-01-13T13:40:24.593Z","ctime":"2018-01-13T13:40:24.610Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 21:40:24,620 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515850824610.8848,"mtimeMs":1515850824610.8848,"ctimeMs":1515850824610.8848,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T13:40:24.611Z","mtime":"2018-01-13T13:40:24.611Z","ctime":"2018-01-13T13:40:24.611Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 21:40:24,621 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","remove":true,"isDirectory":false,"isFile":false}
